강북11	29889387
강북12	12415402
강서01	26422795
강서02	3950940
강서03	20398824
강서04	19544036
강서05	67667612
강서05-1	1000713
강서06	24642655
강서07	2193156
관악01	42502863
관악02	39200123
관악03	29847693
관악04	24652169
관악05	25197116
관악06	35290212
관악07	15942009
관악08	42211146
관악10	36203120
관악11	5436258
광진01	17935373
광진02	5049545
광진03	33217552
광진04	23573147
광진05	50022956
구로01	24203158
구로02	11369043
구로03	24372116
구로04	15312567
구로05	23917988
구로06	15558135
구로07	9263585
구로08	14330018
구로09	41515075
구로10	25853448
구로11	24497654
구로12	3001298
구로13	9085105
구로14	3781131
구로15	2543576
금천01	70473455
금천01-1	4133788
금천02	6077921
금천03	56183214
금천04	13733120
금천05	21658377
금천06	26284077
금천07	5755333
금천08	27972264
금천09	1177363
금천10	149787
금천11	6398147
금천11-1	375758
노원01	5330032
노원02	33687260
노원03	12618668
노원04	2621451
노원05	14009248
노원08	14377433
노원09	18825573
노원11	18180226
노원13	9259117
노원14	45438519
노원15	48602622
도봉01	9502133
도봉02	27667514
도봉03	12153077
도봉04	9296595
도봉05	28567621
도봉06	22679093
도봉07	32358014
도봉08	6300789
도봉09	38249544
동대문01	34137286
동대문02	12692165
동대문03	25238012
동대문05	24318020
동작01	81323372
동작02	15888242
동작03	25969096
동작05	24126580
동작05-1	15896290
동작06	13346427
동작07	18193676
동작08	43411486
동작09	14470574
동작10	2608038
동작11	20017515
동작12	21514389
동작13	18324429
동작13-1	2697945
동작14	10554417
동작15	14241980
동작16	12207690
동작17	9322760
동작18	2735761
동작19	8258726
동작20	2886918
동작21	6537023
마포01	13742218
마포02	6013904
마포03	8843391
마포05	3313021
마포06	35166080
마포07	10536650
마포08	43624399
마포09	38735872
마포10	21034091
마포11	12351334
마포12	13820792
마포13	2024101
마포14	2761388
마포15	23323358
마포16	27037176
마포17	10591007
마포18	8812087
마포18-1	120488
서대문01	20026992
서대문02	30087556
서대문03	46890661
서대문04	7446646
서대문05	32859845
서대문06	13308346
서대문07	5102327
서대문08	11121828
서대문09	17962559
서대문10	8103092
서대문11	39919216
서대문12	12083740
서대문13	3928382
서대문14	10812309
서대문15	219662
서초01	873670
서초02	10240353
서초03	41085861
서초05	3922519
서초06	3051338
서초07	11150746
서초08	18492163
서초09	28420041
서초10	28147750
서초11	17414339
서초13	35320098
서초14	15102997
서초15	30279045
서초16	12208919
서초17	26343644
서초18	81406967
서초18-1	5981923
서초20	3058726
서초21	25164935
서초22	11388064
성동01	32976969
성동02	20070492
성동03	15445883
성동03-1	2533211
성동03-2	1419413
성동05	14357252
성동06	1982417
성동07	1576765
성동08	32051730
성동09	10049460
성동10	10498790
성동12	11591277
성동13	3041677
성동14	253489
성북01	33536024
성북02	16820199
성북03	12817982
성북04	30036708
성북05	370756
성북06	5899129
성북07	6230656
성북08	21929734
성북09	14132414
성북10	10396219
성북10-1	7970921
성북10-2	2061116
성북12	10769606
성북13	15970832
성북14	3875145
성북14-1	3256222
성북14-2	881889
성북15	2865346
성북20	11567166
성북21	10357398
성북22	13495587
양천01	51112903
양천02	31980952
양천03	32858572
양천04	27150873
영등포01	38274195
영등포02	11006959
영등포03	19826414
영등포04	38547197
영등포05	26332927
영등포06	3021922
영등포07	12189409
영등포08	12501035
영등포09	25899497
영등포10	9753500
영등포11	13529853
영등포12	6936096
영등포13	6074188
용산01	6248892
용산02	42623930
용산03	18260259
용산04	25523496
은평01	8881626
은평02	6742225
은평03	21149375
은평04	4706018
은평05	15727744
은평06	13539921
은평07	6176979
은평08	5733746
은평08-1	2564556
은평08-2	2206254
은평09	17482763
은평10	7287354
종로01	5719034
종로02	13981345
종로03	30561418
종로05	15149645
종로06	2038896
종로07	1374491
종로08	37015668
종로09	13807798
종로11	12723837
종로12	9894856
종로13	5880767
중랑01	2078504
중랑02	26435839
